file,symbols_and_lines,components_and_lines,choices_and_lines,api_calls_and_lines,route_guards,state_and_subscriptions,flags,relative_dependencies
client/src/pages/admin/SchedulePage.jsx,EditServiceModal:1279; JobCardChip:4701; JobCardCollapsible:4724; JobCardStrip:4760; JobCardSprayCheck:4818; JobCardOrderButton:4874; JobCardProduct:4928; JobCardTank:4974; JobCardTab:5122; ProtocolPanel:5172; RescheduleModal:6845; CPField:7556; CPChip:7566; TypedFindingsSection:7921; LawnPreviousVisitCard:8272; LawnAssessmentCompletionBlock:8309; TreeShrubCloseoutBlock:9081; ZoneMarkingStep:9389; StationMarkingStep:9676; RecapCapture:10116; PestRecapCard:10221; CompletionPanel:10330; ProtocolMixSummary:20556; ProductTargetsPicker:20636; TechTipPicker:20846,EstimateProvenanceCard:3554; SeriesMoveNotice:3873; SlotConflictNotice:3880; BestTimeHint:3884; JobCardCollapsible:4822; JobCardChip:4826; JobCardChip:4846; JobCardChip:4935; JobCardChip:4936; JobCardCollapsible:4941; JobCardOrderButton:4968; JobCardCollapsible:5034; JobCardChip:5038; JobCardChip:5094; JobCardOrderButton:5114; JobCardStrip:5132; JobCardSprayCheck:5148; JobCardTank:5149; JobCardProduct:5164; IntelligenceBarShell:5508; JobCardTab:5580; SeriesMoveNotice:7238; SlotConflictNotice:7452; BestTimeHint:7458; ProjectFindingFieldInput:8014; ProjectFindingFieldInput:8076; ProjectFindingFieldInput:8116; PestRecapCard:15755; RecapCapture:15898; PestRecapCard:15899; Field:16083; LawnAssessmentCompletionBlock:16084; Field:16097; TreeShrubCloseoutBlock:16098; LawnPreviousVisitCard:16120; Field:16122; ProtocolMixSummary:16123; Field:16170; Field:16184; MicOff:16247; Mic:16247; Field:16311; ProjectFindingFieldInput:16312; LawnFindingPicker:16323; Field:16327; Field:16393; TechTipPicker:16394; Field:16427; Field:16440; Field:16456; Field:16470; Field:16595; TechTreatmentZoneModal:16606; Field:16629; StationMarkingStep:16795; TypedFindingsSection:16839; TypedFindingsSection:16861; Field:16886; Chip:16894; Chip:17112; ProductTargetsPicker:17224; Field:17258; ProjectFindingFieldInput:17263; Field:17283; ProjectFindingFieldInput:17286; Field:17326; Field:17380; LawnAssessmentCompletionBlock:18368; TreeShrubCloseoutBlock:18383; TechTreatmentZoneModal:18438; LawnPreviousVisitCard:18453; ProtocolMixSummary:18458; MicOff:18636; Mic:18636; ProjectFindingFieldInput:18704; LawnFindingPicker:18715; TechTipPicker:18781; StationMarkingStep:19154; TypedFindingsSection:19199; TypedFindingsSection:19221; ProductTargetsPicker:19563; ProjectFindingFieldInput:19598; ProjectFindingFieldInput:19622,job_card= Job card:5393; lawn_protocol= Lawn Protocol:5396; service_protocol= Protocol:5405; overview= Overview:5414; seasonal= Pest Pressure:5415; photos= ID Guide:5416; scripts= Scripts:5417; equipment= Equipment:5418; next_steps=Next steps:8117; turf_density=Density:8191; weed_suppression=Weed control:8192; color_health=Color:8193; stress_damage=Condition:8194; areas_treated=Areas treated:17264; customer_interaction=Customer interaction:17287; exterior=Exterior (dry-down):17650; interior=Interior re-entry:17657; areas_treated=Areas treated:19599; customer_interaction=Customer interaction:19623; exterior=Exterior (dry-down):19877; interior=Interior re-entry:19884,GET/default ${…}${…}:426; POST ${…}/admin/schedule/generate-report:454; GET/default /admin/schedule/${…}/estimate-source:1541; GET/default /admin/dispatch/${…}/reentry:1552; GET/default /admin/schedule/${…}/series-summary:1595; GET/default /admin/customers/${…}/properties?context=appointment_address:1662; GET/default /admin/schedule/services-dropdown:1689; GET/default /admin/payers:1700; GET/default /admin/discounts:1708; GET/default /admin/customers/${…}${…}:1735; GET/default /admin/schedule/${…}/card-request:1759; POST /admin/schedule/${…}/card-request:1780; GET/default /admin/schedule/${…}/card-request:1786; POST /admin/payers:1846; PUT /admin/schedule/${…}/update-details:2183; PATCH /admin/dispatch/${…}/time-on-site:2346; PATCH /admin/dispatch/${…}/time-on-site:2377; PATCH /admin/dispatch/${…}/reentry:2423; PUT /admin/dispatch/${…}/status:2484; POST /admin/inventory/waveguard-forecast/${…}/restock-request:4881; GET/default /admin/protocols/job-card/products?q=${…}:4991; GET/default /admin/protocols/job-card/mix?serviceId=${…}&productId=${…}&gallons=${…}:5012; GET/default /admin/protocols/job-card/${…}:5248; GET/default /admin/customers/${…}/turf-profile:5298; GET/default /admin/protocols/photos/relevant?serviceType=${…}&month=${…}:5323; GET/default /admin/protocols/seasonal-index?month=${…}&service_line=${…}:5339; GET/default /admin/protocols/scripts?service_line=${…}:5342; GET/default /admin/protocols/equipment?service_line=${…}:5343; GET/default /admin/protocols/programs?track=${…}:5345; GET/default /admin/protocols/lawn-mix?track=${…}&month=${…}&lawnSqft=${…}:5348; GET/default /admin/protocols/match?serviceType=${…}:5353; GET/default /admin/dispatch/${…}/reschedule-options:6861; POST /admin/dispatch/${…}/reschedule:6955; GET/default /admin/lawn-assessment/history/${…}:8280; GET/default /admin/lawn-assessment/service/${…}:8349; POST /admin/lawn-assessment/assess:8423; POST /admin/lawn-assessment/confirm:8466; GET/default /admin/dispatch/${…}/recap-media:10124; POST /admin/dispatch/${…}/recap-media/presign:10144; PUT <computed>:10147; POST /admin/dispatch/${…}/recap-media/${…}/confirm:10149; DELETE /admin/dispatch/${…}/recap-media/${…}:10161; GET/default /admin/dispatch/${…}/recap-video:10227; GET/default /admin/dispatch/${…}/recap-video:10233; GET/default ${…}/admin/dispatch/${…}/recap-video/file:10247; POST /admin/dispatch/${…}/recap-video/${…}:10261; GET/default /admin/customers/${…}:10383; GET/default /admin/payers/${…}:10422; GET/default /admin/customers/${…}/turf-profile:10446; GET/default /admin/dispatch/${…}/property-map:10752; GET/default ${…}/tech/services/${…}/treatment-zone:10838; GET/default /admin/dispatch/${…}/tech-rating-allowed:11173; GET/default /admin/dispatch/${…}/reentry-defaults?applicationsRecorded=${…}:11507; POST /admin/dispatch/${…}/tree-shrub/assess-preview:11591; GET/default /admin/schedule/next-visit?customerId=${…}:12149; GET/default /admin/dispatch/${…}/tech-tips:12181; GET/default /admin/protocols/completion-actions?${…}:12232; GET/default /admin/treatment-plans/${…}:12276; POST /admin/dispatch/recap-preview:13068; POST /admin/dispatch/recap-preview:13161; GET/default /admin/dispatch/${…}/completion-status?idempotencyKey=${…}:14079; POST /admin/dispatch/${…}/photo-analysis/draft:15443,,localStorage.getItem waves_admin_token:428; localStorage.getItem waves_admin_token:457; localStorage.getItem None:863; localStorage.setItem None:893; localStorage.removeItem None:902; localStorage.getItem waves_admin_user:1677; localStorage.getItem waves_admin_token:10246; localStorage.getItem waves_admin_user:10535; localStorage.getItem waves_admin_token:10840; localStorage.getItem waves_admin_user:11407; localStorage.setItem None:12357; localStorage.getItem None:12367; localStorage.removeItem None:12376; localStorage.removeItem None:12442; localStorage.setItem None:12565; localStorage.removeItem None:13036; localStorage.removeItem None:13976; localStorage.removeItem None:14007; localStorage.removeItem None:14045; setInterval None:10237; setInterval None:12112,lawn-completion-improvements:10353; turf-height-capture:10597; pest-recap-v1:10605; station-map-v1:10657,client/src/hooks/useIsMobile.js; client/src/lib/timezone.js; client/src/lib/product-rate-prefill.js; client/src/lib/pest-default-mix.js; client/src/lib/service-completion-presets.js; client/src/lib/lawn-completion.js; client/src/components/tech/LawnFindingPicker.jsx; client/src/lib/cardHoldCancel.js; client/src/components/schedule/CancelFeeNotice.jsx; client/src/lib/completion-resume-store.js; shared/termite-treatment-methods.json; shared/treatment-area-scopes.json; shared/legacy-completion-areas.json; client/src/hooks/useFeatureFlag.js; client/src/hooks/useSpeechDictation.js; client/src/components/tech/ProjectFindingFieldInput.jsx; client/src/components/tech/TechTreatmentZoneModal.jsx; client/src/components/schedule/EstimateProvenanceCard.jsx; client/src/components/schedule/SlotConflictNotice.jsx; client/src/components/schedule/useSlotConflicts.js; client/src/components/schedule/customerAppointments.js; client/src/components/schedule/BestTimeHint.jsx; client/src/components/admin/IntelligenceBarShell.jsx; client/src/components/schedule/useBestTimes.js; client/src/components/schedule/SeriesMoveNotice.jsx; client/src/components/schedule/seriesMove.js; client/src/components/schedule/cardLinkStatus.js
client/src/pages/admin/ServiceLibraryPage.jsx,Field:221; ServiceForm:247; RailItem:706; RailSection:760; ServiceListRow:782; DetailPane:902; CompactCategoryChips:1438; ServiceLibraryPage:1493,Field:405; Field:408; Field:414; Field:417; Field:420; Field:423; Field:426; Field:433; Field:445; Field:448; Field:455; Field:458; Field:461; Field:480; Field:487; Field:490; Field:493; Field:496; Field:503; Field:506; Field:512; Field:539; Field:546; Field:553; Field:560; Field:586; Field:615; Field:634; Field:648; Field:658; ServiceForm:961; ServiceForm:1388; MobileServiceLibrary:1574; AdminCommandHeader:1694; CompactCategoryChips:1765; DetailPane:1785; ServiceListRow:1817; DetailPane:1833; RailSection:1872; RailItem:1874; RailSection:1884; RailItem:1887; RailSection:1900; RailItem:1902; RailItem:1911; RailItem:1920; RailItem:1933; RailItem:1944; ServiceListRow:2004; DetailPane:2027; Suspense:2040; LawnProtocolCommandCenterPage:2047; DiscountsSection:2051,all=All:1440; view:waveguard=WaveGuard:1446; view:inactive=Inactive:1448; view:archived=Archived:1451; catalog=Service Catalog:1686; protocols=Treatment Plans:1687; discounts=Discounts:1688,GET/default ${…}${…}:38,,localStorage.getItem waves_admin_token:40; useSearchParams None:1506; window.addEventListener resize:1528,,client/src/hooks/useRenderedTabBeacon.js; client/src/components/admin/AdminCommandHeader.jsx; client/src/pages/admin/DiscountsTabs.jsx; client/src/hooks/useIsMobile.js; client/src/components/admin/MobileServiceLibrary.jsx; client/src/constants/serviceCategories.js; client/src/pages/admin/LawnProtocolCommandCenterPage.jsx
client/src/pages/admin/SettingsPage.jsx,Card:72; Toggle:88; SettingsPage:181; VisitTimelineSettingsCard:907; OperatingCostsSettingsTab:1030; KpiTargetsSettingsTab:1180; LinkLibraryTab:1420; BlackoutDaysTab:1729; ServiceCoverageSettingsTab:1946; ServiceCoverageAdminPreview:2177; GbpConnectSection:2268; LinkedInConnectSection:2391; IntegrationsTab:2516; TeamList:2539,Navigate:290; AdminCommandHeader:324; Card:367; Card:425; Link:467; KeyRound:485; Card:489; Card:541; Link:542; Activity:561; ChevronRight:570; LinkLibraryTab:577; IntegrationsTab:578; Card:581; Card:653; TeamList:665; ServiceCoverageSettingsTab:668; BlackoutDaysTab:669; KpiTargetsSettingsTab:671; OperatingCostsSettingsTab:674; Card:680; Card:743; PortalUsageTab:845; Card:953; Card:957; RotateCcw:967; Save:970; Toggle:976; Toggle:977; Toggle:978; Toggle:979; Toggle:986; Toggle:987; Toggle:988; Toggle:999; Toggle:1000; Card:1089; Card:1105; Save:1126; Card:1137; Card:1279; Card:1300; Save:1316; Card:1327; Card:1539; Card:1609; Card:1667; Card:1819; Card:2001; VisitTimelineSettingsCard:2006; Card:2008; RotateCcw:2018; Save:2021; Card:2030; Toggle:2032; Toggle:2033; Toggle:2034; Toggle:2035; Toggle:2036; Toggle:2037; Toggle:2038; Card:2041; Card:2095; Toggle:2116; Toggle:2117; Card:2120; ServiceCoverageAdminPreview:2137; Card:2194; Card:2305; Card:2430; Card:2519; GbpConnectSection:2532; LinkedInConnectSection:2533; IntegrationHealthSection:2534,general=General:158; integrations=Integrations:159; service-reports=Service Reports:160; scheduling=Scheduling:161; financials=Financials:162; advanced=Advanced:163; default=Default:851; pest=Pest:852; lawn=Lawn:853; termite=Termite:854; tree_shrub=Tree & Shrub:855; mosquito=Mosquito:856; rodent=Rodent:857; commercial=Commercial:858; ovhOfficePayroll=Office payroll:1022; ovhRent=Rent / storage:1023; ovhInsurance=Business insurance:1024; ovhSoftware=Software & subscriptions:1025; ovhVehicleFixed=Vehicles (fixed):1026; ovhOtherGa=Other G&A:1027,GET/default ${…}${…}:50; GET/default ${…}/health:261; GET/default /admin/auth/me:262; GET/default /admin/settings/visit-timeline:913; PUT /admin/settings/visit-timeline:925; POST /admin/settings/visit-timeline/reset:942; GET/default /admin/revenue/settings:1037; PUT /admin/revenue/settings:1070; GET/default /admin/kpi-targets:1189; PUT /admin/kpi-targets:1242; GET/default /admin/kpi-targets:1251; GET/default /admin/communications/link-library:1432; POST /admin/communications/link-library/sync:1456; POST /admin/communications/link-library:1476; DELETE /admin/communications/link-library/${…}:1493; GET/default /admin/schedule/blackout-dates:1740; PUT /admin/schedule/blackout-dates/weekly:1762; POST /admin/schedule/blackout-dates:1781; DELETE /admin/schedule/blackout-dates/${…}:1801; GET/default /admin/settings/service-coverage:1954; PUT /admin/settings/service-coverage:1973; POST /admin/settings/service-coverage/reset:1990; GET/default /admin/gbp/locations:2279; GET/default /admin/settings/google/auth-url?location=${…}:2289; GET/default /admin/settings/linkedin/status:2402; GET/default /admin/settings/linkedin/auth-url:2412; GET/default /admin/auth/me:2542,,localStorage.getItem waves_admin_token:53; useSearchParams None:183; ,,client/src/hooks/useIsMobile.js; client/src/components/admin/AdminCommandHeader.jsx; client/src/components/admin/IntegrationHealthSection.jsx; client/src/components/admin/PortalUsageTab.jsx; client/src/lib/adminUsage.js; client/src/pages/admin/dashboard/kpi-targets.js
client/src/pages/admin/SocialMediaPage.jsx,MetaHealthStrip:173; SocialMediaPage:223; FieldLabel:671; ChannelToggles:688; AutonomousStudioPanel:725; AutonomousRunAuditTab:854; CampaignBuilderTab:1263; ReviewGraphicsTab:1485; CompetitorSwipeTab:1677; ComposeTab:1924; RSSTab:2167; HistoryTab:2318; CalendarTab:2453; AnalyticsTab:2468; TemplatesTab:2747,AdminCommandHeader:266; LeafIcon:317; MetaHealthStrip:540; CampaignBuilderTab:606; AutonomousRunAuditTab:609; ReviewGraphicsTab:611; CompetitorSwipeTab:612; ComposeTab:614; RSSTab:616; CalendarTab:617; AnalyticsTab:618; TemplatesTab:619; HistoryTab:621; AutonomousStudioPanel:1324; FieldLabel:1338; FieldLabel:1348; FieldLabel:1354; FieldLabel:1362; FieldLabel:1368; FieldLabel:1375; ChannelToggles:1376; FieldLabel:1838; FieldLabel:1845; FieldLabel:1855; FieldLabel:1860; FieldLabel:1865; FieldLabel:1869; FieldLabel:1881; FieldLabel:1893; FieldLabel:1902; Suspense:2455; ContentCalendar:2462,campaigns=Campaign Builder:114; audit=Run Audit:115; reviews=Review Graphics:116; competitors=Competitor Swipe:117; compose=Compose & Publish:118; rss=RSS Feed:119; calendar=Calendar:120; analytics=Analytics:121; templates=Templates:122; history=Post History:123; studio=Studio:130; posts=Posts:136; automation=Automation:142; reviews=Review Graphics:148; competitors=Competitors:149; analytics=Analytics:155,GET/default ${…}${…}:55; GET/default /admin/social-media/status:238; GET/default /admin/social-media/stats:239; GET/default /admin/social-media/history?limit=20:240; GET/default /admin/social-media/health:243; GET/default /admin/social-media/alerts:244; DELETE /admin/social-media/alerts:348; POST /admin/social-media/pause:417; GET/default /admin/social-media/health?force=1:544; GET/default /admin/social-media/autonomous/status:730; POST /admin/social-media/autonomous/run:742; GET/default /admin/social-media/autonomous/runs?limit=30:864; POST /admin/social-media/autonomous/run:877; POST /admin/social-media/autonomous/runs/${…}/approve:896; POST /admin/social-media/autonomous/runs/${…}/reject:915; POST /admin/social-media/campaign-builder/preview:1287; POST /admin/social-media/campaign-builder/save:1304; GET/default /admin/social-media/review-graphics?limit=30:1494; POST /admin/social-media/review-graphics:1507; POST /admin/social-media/review-graphics/${…}/approve:1527; GET/default /admin/social-media/competitor-swipe:1700; POST /admin/social-media/competitor-swipe/posts:1715; POST /admin/social-media/preview:1941; POST /admin/social-media/publish:1957; GET/default /admin/social-media/rss:2173; POST /admin/social-media/check-rss:2184; GET/default /admin/social-media/rss:2190; GET/default /admin/social-media/analytics:2473,,localStorage.getItem waves_admin_token:57; window.addEventListener resize:167,,client/src/components/admin/AdminCommandHeader.jsx; client/src/lib/timezone.js; client/src/pages/admin/ContentCalendar.jsx
client/src/pages/admin/SourcePerformanceCard.jsx,SourcePerformanceCard:41,Card:70,,GET/default /admin/estimates/source-performance?days=${…}:30,,; ,,client/src/components/ui/index.js; client/src/utils/admin-fetch.js
client/src/pages/admin/TaxPage.jsx,Badge:66; StatCard:87; TaxRatesTab:239; ServiceTaxabilityTab:375; EquipmentTab:489; ExpensesTab:937; FilingCalendarTab:1344; AdvisorTab:1587; ExemptionsTab:2171; MileageTab:2264; RevenueTab:2808; PnlTab:3026; ExportsTab:3475; AccountsReceivableTab:3744; BankImportTab:4057; TaxPage:4787,Badge:467; Badge:471; StatCard:624; StatCard:625; StatCard:630; Badge:864; Badge:867; StatCard:1105; StatCard:1106; StatCard:1111; Badge:1306; Badge:1470; Badge:1555; Badge:1749; Badge:1752; Badge:2010; Badge:2120; Badge:2231; Badge:2234; StatCard:2420; StatCard:2425; StatCard:2431; StatCard:2436; Badge:2765; Badge:2788; StatCard:2879; StatCard:2884; StatCard:2889; StatCard:2897; PnlRow:3265; PnlRow:3266; PnlRow:3271; PnlRow:3276; PnlRow:3277; PnlRow:3283; PnlRow:3284; PnlRow:3285; PnlRow:3290; PnlRow:3292; PnlRow:3315; PnlRow:3317; PnlRow:3319; PnlRow:3325; PnlRow:3326; PnlRow:3331; PnlRow:3340; StatCard:3852; StatCard:3858; StatCard:3859; StatCard:3860; StatCard:3861; Badge:3994; StatCard:4241; StatCard:4242; StatCard:4247; StatCard:4251; StatCard:4252; Badge:4479; AdminCommandHeader:4823; LeafIcon:4873; StatCard:4893; StatCard:4899; StatCard:4905; StatCard:4911; Badge:5017; TaxRatesTab:5230; ServiceTaxabilityTab:5231; ExemptionsTab:5232; EquipmentTab:5233; ExpensesTab:5234; BankImportTab:5235; MileageTab:5236; RevenueTab:5237; FilingCalendarTab:5238; AdvisorTab:5239; PnlTab:5240; ExportsTab:5241; AccountsReceivableTab:5242,overview=Overview:186; rates=Tax Rates:187; services=Taxability:188; exemptions=Exemptions:189; equipment=Equipment:190; expenses=Expenses:191; bankimport=Bank Import:192; mileage=Mileage:193; revenue=Revenue:194; pnl=P&L:195; filings=Filing Calendar:196; advisor=AI Advisor:197; exports=Exports:198; ar=A/R:199; overview=Overview:206; setup=Tax Setup:207; expenses=Expenses:213; revenue=Revenue:214; assets=Assets:215; reports=Reports:221; compliance=Exports & A/R:227; mtd=This Month:3105; last_month=Last Month:3106; quarterly=This Quarter:3107; ytd=YTD:3108; last_year=Last Year:3109; custom=Custom:3110,GET/default ${…}${…}:44; GET/default /admin/tax/rates:242; GET/default /admin/tax/service-taxability:379; PUT /admin/tax/service-taxability/${…}:400; GET/default /admin/tax/equipment:506; PUT /admin/tax/equipment/${…}:533; POST /admin/tax/equipment:546; GET/default /admin/tax/equipment:567; POST /admin/tax/expenses/auto-categorize:973; GET/default /admin/tax/expenses?year=${…}:993; GET/default /admin/tax/expense-categories:994; POST /admin/tax/expenses:1009; GET/default /admin/tax/filings:1348; PUT /admin/tax/filings/${…}:1381; GET/default /admin/tax/advisor/reports:1596; GET/default /admin/tax/advisor/alerts?status=${…}:1605; POST /admin/tax/advisor/run:1616; GET/default /admin/tax/advisor/reports:1617; GET/default /admin/tax/advisor/alerts?status=new:1620; PUT /admin/tax/advisor/alerts/${…}:1631; GET/default /admin/tax/advisor/alerts?status=${…}:1635; GET/default /admin/tax/exemptions:2174; GET/default <computed>:2291; GET/default /admin/tax/mileage/stats:2295; POST /admin/tax/mileage/bulk-classify:2328; POST /admin/tax/mileage/sync-bouncie:2351; POST /admin/tax/mileage:2367; GET/default /admin/tax/revenue/reconcile?month=${…}:2827; GET/default /admin/tax/revenue/quarterly-estimate?quarter=${…}&year=${…}:2830; GET/default <computed>:3040; PUT /admin/revenue/settings:3071; GET/default <computed>:3087; GET/default <computed>:3492; GET/default /admin/tax/accounts-receivable:3751; POST /admin/sms/send:3776; GET/default /admin/tax/bank-import/transactions?limit=200&offset=${…}${…}:4098; GET/default /admin/tax/bank-import/status:4118; GET/default /admin/tax/bank-import/coverage?year=${…}:4122; GET/default /admin/tax/expense-categories:4128; POST <computed>:4136; GET/default /admin/tax/bank-import/${…}/expense-candidates?offset=${…}:4506; GET/default /admin/tax/bank-import/${…}/refund-candidates?offset=${…}:4559; GET/default /admin/tax/bank-import/${…}/payout-candidates:4565; GET/default /admin/tax/bank-import/status:4804; GET/default /admin/tax/dashboard:4807; GET/default /admin/tax/pnl?period=mtd:4810; GET/default /admin/tax/accounts-receivable:4813,,localStorage.getItem waves_admin_token:46; localStorage.getItem waves_admin_token:3089; localStorage.getItem waves_admin_token:3494; ,,client/src/lib/timezone.js; client/src/components/admin/AdminCommandHeader.jsx
client/src/pages/admin/TimeTrackingPage.jsx,TimeTrackingPage:173; DashboardTab:289; MiniStat:560; StatCard:579; UtilRing:599; WeekBarChart:631; TimesheetTab:742; EntriesTab:1120; EditEntryModal:1530; AnalyticsTab:1775; UtilizationLineChart:2173; OvertimeTable:2271; TeamTab:2375; CapabilitiesModal:3349; EarningsModal:3679; EarningsBlock:3841; DocumentsTab:3952; ApprovalsTab:4788; Stat:5342,AdminCommandHeader:187; LeafIcon:238; DashboardTab:245; TimesheetTab:247; ApprovalsTab:252; EntriesTab:253; AnalyticsTab:254; TeamTab:255; DocumentsTab:256; MiniStat:471; MiniStat:472; MiniStat:473; UtilRing:478; StatCard:507; StatCard:512; StatCard:517; StatCard:518; StatCard:519; WeekBarChart:551; EditEntryModal:1520; UtilizationLineChart:2148; OvertimeTable:2166; EarningsModal:3298; CapabilitiesModal:3305; EarningsBlock:3813; EarningsBlock:3815; Stat:3883; Stat:3884; Stat:3885; Stat:5132; Stat:5133; Stat:5138; Stat:5139; Stat:5140; Stat:5141,dashboard=Dashboard:141; timesheet=Timesheet:142; approvals=Approvals:143; entries=Entries:144; analytics=Analytics:145; team=Team:146; documents=Documents:147; dashboard=Dashboard:154; time=Time:155; team=Team:161; analytics=Analytics:167,GET/default ${…}${…}:52; GET/default /admin/timetracking:295; GET/default /admin/timetracking/daily?startDate=${…}&endDate=${…}:756; GET/default /admin/timetracking:759; GET/default /admin/timetracking/entries?technicianId=${…}&startDate=${…}&endDate=${…}:781; GET/default ${…}/admin/timesheets/export?weekStart=${…}:794; GET/default /admin/timetracking/entries?${…}:1148; GET/default /admin/timetracking:1164; DELETE /admin/timetracking/entries/${…}:1173; PUT /admin/timetracking/entries/${…}:1189; GET/default /admin/timetracking/analytics?startDate=${…}&endDate=${…}:1787; GET/default /admin/timetracking/analytics/comparison?startDate=${…}&endDate=${…}:1790; POST ${…}/admin/timetracking/technicians/${…}/photo:2416; GET/default /admin/timetracking/technicians:2438; PUT /admin/timetracking/technicians/${…}:2455; POST /admin/timetracking/technicians:2470; PUT /admin/timetracking/technicians/${…}:2489; DELETE /admin/timetracking/technicians/${…}:2507; GET/default /admin/timetracking/technicians/${…}/capabilities:3393; PUT /admin/timetracking/technicians/${…}/capabilities:3446; GET/default /admin/timetracking/technicians/${…}/earnings?period=this-week:3705; GET/default /admin/timetracking/technicians/${…}/earnings?period=last-week:3708; GET/default /admin/timetracking/technicians:3981; GET/default /admin/timetracking/documents?${…}:3994; POST ${…}/admin/timetracking/documents/upload:4026; GET/default /admin/timetracking/documents/${…}/download:4051; DELETE /admin/timetracking/documents/${…}:4063; PUT /admin/timetracking/documents/${…}:4075; GET/default /admin/timesheets/pending?weekStart=${…}:4802; GET/default /admin/timesheets/week-detail?technicianId=${…}&weekStart=${…}:4827; POST /admin/timesheets/approve:4857; POST /admin/timesheets/bulk-approve:4877; POST /admin/timesheets/unlock:4905; POST /admin/timesheets/dispute:4920; GET/default ${…}/admin/timesheets/export?weekStart=${…}:4933,,localStorage.getItem waves_admin_token:55; localStorage.getItem waves_admin_token:793; localStorage.getItem waves_admin_token:2421; localStorage.getItem waves_admin_user:3320; localStorage.getItem waves_admin_token:4025; localStorage.getItem waves_admin_token:4932; setInterval None:305; document.addEventListener keydown:3380,,client/src/hooks/useIsMobile.js; client/src/components/admin/AdminCommandHeader.jsx; client/src/lib/timezone.js; client/src/lib/staffTimeDate.js
client/src/pages/admin/ToolHealthPage.jsx,ToolHealthPage:82; Metric:636; RecentErrorRow:663,AdminCommandHeader:114; AdminCommandHeader:133; AdminCommandHeader:155; Metric:202; Metric:206; Metric:207; Metric:208; Metric:209; IntegrationHealthSection:220; Metric:244; Metric:252; Metric:253; Metric:257; RecentErrorRow:615,1=1h:50; 24=24h:51,GET/default ${…}${…}:22; GET/default /admin/tool-health?hours=${…}:90; GET/default /admin/auth/me:105,,localStorage.getItem waves_admin_token:24; setInterval None:100,,client/src/components/admin/AdminCommandHeader.jsx; client/src/components/admin/IntegrationHealthSection.jsx
client/src/pages/admin/TriageInboxTabV2.jsx,ConfirmEvidence:93; PropertyRoleEvidence:272; VerdictBadge:311; TriageInboxTabV2:321,Badge:313; Badge:318; Inbox:513; Zap:523; AlertTriangle:568; Card:579; CardBody:580; Inbox:585; Badge:628; Badge:632; Badge:635; VerdictBadge:642; Button:658; XCircle:664; Button:668; CheckCircle2:674; Button:678; CheckCircle2:684; Button:689; ThumbsDown:695; Button:697; ThumbsUp:703; ConfirmEvidence:713; PropertyRoleEvidence:714; PhoneCall:723; AuthenticatedCallAudio:725; Dialog:740; DialogHeader:743; DialogTitle:744; DialogBody:746; Textarea:767; DialogFooter:769; Button:770; Button:771; Dialog:788; DialogHeader:791; DialogTitle:792; DialogBody:794; Textarea:798; DialogFooter:800; Button:801; Button:802,open=Open:20; in_progress=In progress:21; resolved=Resolved:22; dismissed=Dismissed:23; name=Name:29; address=Address:30; service=Service:31; scheduling=Date / time:32; consent=SMS consent:33; spam_status=Spam vs legit:34; routing=Routing (wrong call):35,GET/default <computed>:342; POST <computed>:363; PUT /admin/triage/${…}/dismiss:404; PUT /admin/triage/${…}/resolve:438; POST /admin/triage/${…}/apply-property-roles:462,,; ,,client/src/components/ui/index.js; client/src/components/admin/AuthenticatedCallAudio.jsx; client/src/utils/admin-fetch.js
client/src/pages/admin/TurfHeightReviewPage.jsx,TurfHeightReviewPage:38,AdminCommandHeader:70,refresh=Refresh:73,GET/default ${…}${…}:9; GET/default /admin/turf-height/review:46; PATCH /admin/turf-height/${…}/resolve:58,,localStorage.getItem waves_admin_token:13; ,,client/src/lib/timezone.js; client/src/components/admin/AdminCommandHeader.jsx
client/src/pages/admin/WinLossSlicesCard.jsx,RateTable:30; WinLossSlicesCard:46,Card:104; RateTable:302; RateTable:311; RateTable:317,,GET/default /admin/estimates/win-loss-slices?days=${…}:18,,; ,,client/src/components/ui/index.js; client/src/utils/admin-fetch.js
client/src/pages/admin/_DesignSystemFlagsPage.jsx,DesignSystemFlagsPage:66; VisualServiceNotesSettingsCard:313; MyFlagsCard:371,VisualServiceNotesSettingsCard:175; Card:181; CardHeader:183; CardTitle:185; CardBody:187; Select:196; Select:215; Button:229; MyFlagsCard:238; Card:245; CardHeader:247; CardTitle:249; CardBody:251; Table:260; THead:262; TR:264; TH:266; TH:268; TBody:274; TR:283; TD:285; TD:286; Badge:288; TD:293; Switch:295; Card:315; CardHeader:317; CardTitle:319; CardBody:321; Switch:334; Switch:351; Card:393; CardHeader:395; CardTitle:397; CardBody:399; Switch:413,,GET/default ${…}${…}:24; GET/default /admin/feature-flags/all:83; GET/default /admin/feature-flags/visual-service-notes:84; POST /admin/feature-flags/toggle:105; PATCH /admin/feature-flags/visual-service-notes:142,,localStorage.getItem waves_admin_token:23; localStorage.getItem waves_admin_user:121; localStorage.getItem waves_admin_user:374; ,,client/src/components/ui/index.js; client/src/hooks/useFeatureFlag.js
